source,url,titre,prix,type_bien,quartier,surface_m2,point_repere,vendeur,date_publication,nb_images,image_url,date_scraping,ville
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ارض-1052,ارض,"100,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"ارض 100,000 MRU Terrain il y a 5 heures •",2026-02-27,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772150474514_1000023615.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارضية-acdb,قطعة ارضية,"4,500,000 MRU",Terrain,Teyarett,Non spécifié,Non spécifié,"قطعة ارضية 4,500,000 MRU Terrain il y a 5 heures •",2026-02-27,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772150736182_IMG_2349.jpeg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فاتح-ف-ابرك-من-مدال-m-اسويت-للبيع--ad7e,نيمرو فاتح ف ابرك من مدال m اسويت للبيع,"3,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو فاتح ف ابرك من مدال m اسويت للبيع 3,000,000 MRU Terrain il y a 5 heures •",2026-02-27,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772156879080_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A7_%25D9%25A1%25D9%25A3%25D9%25A4%25D9%25A0%25D9%25A2%25D9%25A8_Gallery.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/قطعتين-للبيع-edd3,قطعتين للبيع,"24,000,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"قطعتين للبيع 24,000,000 MRU Terrain il y a 5 heures •",2026-02-27,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772158431632_1000430917.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/شقة-fc2a,شقة,"15,000 MRU",Immobilier commercial et industriel,Tevragh Zeina,Non spécifié,Non spécifié,"شقة 15,000 MRU Immobilier commercial et industriel il y a 5 heures •",2026-02-27,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772162828280_1002041154.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/شقتين-للبيع-2892,شقتين للبيع,"1,800,000 MRU",Immobilier résidentiel,Teyarett,Non spécifié,Non spécifié,"شقتين للبيع 1,800,000 MRU Immobilier résidentiel il y a 14 heures •",2026-02-27,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772119918240_1000431020.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارض-32d2,قطعة أرض,"3,100,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"قطعة أرض 3,100,000 MRU Terrain il y a 14 heures •",2026-02-27,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772148222661_1000638361.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-فملح-سكتير-1-0e87,دار فملح سكتير 1,"550,000 MRU",Immobilier résidentiel,Arafat,Non spécifié,Non spécifié,"دار فملح سكتير 1 550,000 MRU Immobilier résidentiel il y a 17 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772118187051_1000955671.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ديبلكس-للبيع--0491,ديبلكس للبيع,"5,800,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"ديبلكس للبيع 5,800,000 MRU Immobilier résidentiel il y a 18 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1771778744280_1000405883.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-اعل-كدروه-فدار-النعيم--191d,دار اعل كدروه فدار النعيم,"700,000 MRU",Immobilier résidentiel,Teyarett,Non spécifié,Non spécifié,"دار اعل كدروه فدار النعيم 700,000 MRU Immobilier résidentiel il y a 18 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772133538033_1002092525.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فيه-شانتي-ف-اغنودرت-بالقرب-من-دار-غزواني-للبيع--831b,نيمرو فيه شانتي  ف اغنودرت بالقرب من دار غزواني للبيع,"1,250,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو فيه شانتي  ف اغنودرت بالقرب من دار غزواني للبيع 1,250,000 MRU Terrain il y a 18 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772131681040_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A7_%25D9%25A0%25D9%25A6%25D9%25A4%25D9%25A2%25D9%25A5%25D9%25A6_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ديبلكس-للبيع--fe21,ديبلكس للبيع,"4,000,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"ديبلكس للبيع 4,000,000 MRU Immobilier résidentiel il y a 19 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772120114963_1000431020.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمروات-اعلى-كدروه-الرابط-بين-الجامعة-وطب-القلب--1e0a,نيمروات إعلى كدروه الرابط بين الجامعة وطب القلب,"15,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمروات إعلى كدروه الرابط بين الجامعة وطب القلب 15,000,000 MRU Terrain il y a 20 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772127739911_1000867792.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-فتنسويلم-احذ-امسيد-اهل-احمد-يوره-3aa8,دار فتنسويلم احذ امسيد اهل احمد يوره,"900,000 MRU",Immobilier résidentiel,Dar Naim,Non spécifié,Non spécifié,"دار فتنسويلم احذ امسيد اهل احمد يوره 900,000 MRU Immobilier résidentiel il y a 20 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772118573547_1000955611.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ابرتمهات-فهاش-8-6df5,ابرتمهات فهاش 8,"6,500,000 MRU",Immobilier résidentiel,Teyarett,Non spécifié,Non spécifié,"ابرتمهات فهاش 8 6,500,000 MRU Immobilier résidentiel il y a 20 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772125822452_1002092476.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/سمعة-للبيع-بالقرب-من-كوليج-سوق-مكه--5f2c,سمعة للبيع بالقرب من كوليج سوق مكه,"1,600,000 MRU",Immobilier commercial et industriel,Arafat,Non spécifié,Non spécifié,"سمعة للبيع بالقرب من كوليج سوق مكه 1,600,000 MRU Immobilier commercial et industriel il y a 21 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772125041632_7b08a4f5-4da1-47a2-8244-fc76f6acf62b.jpeg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-اعل-كدروه-ال-بين-جسر-الحي-الساكن-و-كرفور-ول-ابادو-105a,دار اعل كدروه ال بين جسر الحي الساكن و كرفور ول ابادو,"650,000 MRU",Immobilier résidentiel,Dar Naim,Non spécifié,Non spécifié,"دار اعل كدروه ال بين جسر الحي الساكن و كرفور ول ابادو 650,000 MRU Immobilier résidentiel il y a 22 heures •",2026-02-26,5,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772119127138_1000955726.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/منازل-للبيع-فلمطار-القديم-قرب-مدينة-المرح--0005,منازل للبيع فلمطار القديم قرب مدينة المرح,"7,000,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"منازل للبيع فلمطار القديم قرب مدينة المرح 7,000,000 MRU Terrain il y a 22 heures •",2026-02-26,4,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772121853608_1000867981.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-6-للبيع--0aa4,نيمرو فكرن من سكتير 6 للبيع,"7,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو فكرن من سكتير 6 للبيع 7,000,000 MRU Terrain il y a 22 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772122885079_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A7_%25D9%25A0%25D9%25A4%25D9%25A0%25D9%25A2%25D9%25A4%25D9%25A6_Gallery.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-المطار-اعل-لبست-فكرن-للبيع--3e94,نيمرو من المطار اعل لبست فكرن للبيع,"25,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو من المطار اعل لبست فكرن للبيع 25,000,000 MRU Terrain il y a 22 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772111664033_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A7_%25D9%25A0%25D9%25A0%25D9%25A5%25D9%25A8%25D9%25A3%25D9%25A7_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-ف-صانتر-ميتير-للبيع--a28f,دار ف صانتر ميتير للبيع,"4,600,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"دار ف صانتر ميتير للبيع 4,600,000 MRU Immobilier résidentiel il y a 22 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772112551433_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A7_%25D9%25A0%25D9%25A1%25D9%25A2%25D9%25A4%25D9%25A5%25D9%25A3_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فيه-ابرتماه-من-i4-للبيع--8501,نيمرو فيه ابرتماه من i4 للبيع,"3,300,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو فيه ابرتماه من i4 للبيع 3,300,000 MRU Terrain il y a 23 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772112784681_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A7_%25D9%25A0%25D9%25A1%25D9%25A2%25D9%25A9%25D9%25A5%25D9%25A3_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-احذ-كدروه-اتيو-للبيع--9443,دار احذ كدروه اتيو للبيع,"16,500,000 MRU",Immobilier résidentiel,Toujounine,Non spécifié,Non spécifié,"دار احذ كدروه اتيو للبيع 16,500,000 MRU Immobilier résidentiel il y a 23 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772113147903_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A7_%25D9%25A0%25D9%25A1%25D9%25A3%25D9%25A4%25D9%25A4%25D9%25A1_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فيلا-ممتازة-جديدة-في-الفوز-البوادي-نظيفة-c8e9,فيلا ممتازة جديدة في الفوز البوادي نظيفة,"4,200,000 MRU",Immobilier résidentiel,Teyarett,Non spécifié,Non spécifié,"فيلا ممتازة جديدة في الفوز البوادي نظيفة 4,200,000 MRU Immobilier résidentiel il y a 23 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772109335827_1001006601.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فرصة-ارضية-للبيع-ف-صحراوي-قرب-سكن-سفير-العمان-وتساب--9e32,فرصة ارضية للبيع ف صحراوي قرب سكن سفير العمان,"5,500,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"فرصة ارضية للبيع ف صحراوي قرب سكن سفير العمان 5,500,000 MRU Immobilier résidentiel il y a 23 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772112206803_1000424408.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-اعلي-كدروه-واعلى-ابرك-فمدال-j-للبيع--f0a3,نيمرو اعلي كدروه واعلى ابرك فمدال j للبيع,"12,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو اعلي كدروه واعلى ابرك فمدال j للبيع 12,000,000 MRU Terrain il y a 23 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772113511515_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A7_%25D9%25A0%25D9%25A1%25D9%25A4%25D9%25A1%25D9%25A2%25D9%25A1_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/شانتيه-اللبيع-افي-المطار-القديم-بلوك-5-fc4f,شانتيه اللبيع أفي المطار القديم بلوك 5,"3,200,000 MRU",Immobilier résidentiel,Dar Naim,Non spécifié,Non spécifié,"شانتيه اللبيع أفي المطار القديم بلوك 5 3,200,000 MRU Immobilier résidentiel il y a 23 heures •",2026-02-26,3,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772113788201_1000351708.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ابرتمهات-فصانتر-متير-1c5b,ابرتمهات فصانتر متير,"4,600,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"ابرتمهات فصانتر متير 4,600,000 MRU Immobilier résidentiel il y a 23 heures •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772115732507_1002091876.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-مدال-m-اسويت-للبيع--4798,نيمرو فكرن من مدال m اسويت للبيع,"3,800,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو فكرن من مدال m اسويت للبيع 3,800,000 MRU Terrain il y a 1 jour •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772102935645_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A6_%25D9%25A2%25D9%25A2%25D9%25A4%25D9%25A5%25D9%25A0%25D9%25A9_Gallery.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-بوش-9-للبيع--2c2d,نيمرو فكرن من بوش 9 للبيع,"4,600,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو فكرن من بوش 9 للبيع 4,600,000 MRU Terrain il y a 1 jour •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772103668094_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A6_%25D9%25A2%25D9%25A2%25D9%25A5%25D9%25A8%25D9%25A0%25D9%25A5_Gallery.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/عندن-ذاك-ابرتماه-اللبيع-افي-منطقة-صانتر-ميتير-cfe7,عندن ذاك ابرتماه اللبيع أفي منطقة صانتر ميتير,"4,600,000 MRU",Immobilier commercial et industriel,Tevragh Zeina,Non spécifié,Non spécifié,"عندن ذاك ابرتماه اللبيع أفي منطقة صانتر ميتير 4,600,000 MRU Immobilier commercial et industriel il y a 1 jour •",2026-02-26,3,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772104259205_1000347475.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فالمطار-فزر-مصحة-ايثار--3b95,نيمرو فالمطار فزر مصحة إيثار,"2,200,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"نيمرو فالمطار فزر مصحة إيثار 2,200,000 MRU Terrain il y a 1 jour •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772035521055_1000857264.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-الاساتذة-فزر-الشوانتي--e611,نيمرو من الأساتذة فزر الشوانتي,"3,750,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو من الأساتذة فزر الشوانتي 3,750,000 MRU Terrain il y a 1 jour •",2026-02-26,2,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772040632287_1000866112.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/-شانتيه-فالمطار-بلوك-5-قرب-مدينة-المرح--9f12,شانتيه فالمطار بلوك 5 قرب مدينة المرح,"3,200,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"شانتيه فالمطار بلوك 5 قرب مدينة المرح 3,200,000 MRU Terrain il y a 1 jour •",2026-02-26,2,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772043364098_1000866174.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ديبلكس-بريمير-شوى-قرب-شهرزاد--1fab,ديبلكس بريمير شوى قرب شهرزاد,"5,800,000 MRU",Terrain,Teyarett,Non spécifié,Non spécifié,"ديبلكس بريمير شوى قرب شهرزاد 5,800,000 MRU Terrain il y a 1 jour •",2026-02-26,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1772055665486_1000851528.jpg&w=3840&q=75,2026-02-27,Nouakchott
