id,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,date_publication,quartier_encoded,log_prix,latitude,longitude,dist_centre_ville_km,dist_aeroport_km,dist_plage_km,nb_ecoles_1km,nb_mosquees_1km,nb_commerce_1km,nb_hopitaux_1km,nb_total_pois_1km,prix_m2,nb_pieces_total,type_bien,has_garage,has_jardin,has_piscine,has_balcon,has_meuble,has_titre_foncier,est_neuf,age_annonce,mois_publication,annee_publication,surface_par_chambre,surface_par_sdb,pieces_par_sdb,prix_par_piece,centre_x_plage,pois_x_centre,pois_x_plage,is_luxe,score_equipement,saison,weekend,type_commercial,type_duplex,type_maison,type_studio,type_terrain,type_villa,prix_moyen_quartier,prix_median_quartier,nb_biens_quartier,prix_m2_moyen_quartier,saison_ete,saison_hiver,saison_printemps,prix_winsorized,surface_winsorized,prix_m2_winsorized,is_price_outlier
244,1000000.0,244.0,4.0,10.0,2.0,tevragh zeina,2025-10-03,8013969.43699732,13.815511557963774,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,4098.360655737705,10,maison,0,0,0,1,0,1,0,162,10,2025,48.8,81.33333333333333,3.3333333333333335,90909.09090909091,19.612613634380203,5.085791887369335,4.64018964365094,0,1,automne,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,1000000.0,244.0,4098.360655737705,0
580,1200000.0,120.0,1.0,1.0,2.0,teyarett,2025-12-07,3330685.925925926,13.997832948091215,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,10000.0,2,terrain,0,0,0,0,0,1,0,97,12,2025,60.0,40.0,0.6666666666666666,400000.0,98.58047589774495,0.0,0.0,0,0,hiver,1,False,False,False,False,True,False,3330686.0,2900000.0,270,16486.0,False,True,False,1200000.0,120.0,10000.0,0
990,700000.0,150.0,3.0,1.0,2.0,arafat,2025-12-09,1676908.1967213114,13.45883704259595,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,4666.666666666667,4,maison,0,0,0,0,0,0,0,95,12,2025,37.5,50.0,1.3333333333333333,140000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,0,hiver,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,True,False,700000.0,150.0,4666.666666666667,0
730,530000.0,150.0,1.0,4.0,1.0,arafat,2026-01-01,1676908.1967213114,13.180634172318978,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,3533.333333333333,5,maison,0,0,0,0,0,0,0,72,1,2026,75.0,75.0,2.5,88333.33333333333,42.65630982748081,9.0145997574304,9.081850531109339,0,0,hiver,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,True,False,530000.0,150.0,3533.3333333333335,0
1213,600000.0,144.0,3.0,1.0,2.0,toujounine,2025-11-10,1571960.0,13.304686600863562,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,4166.666666666667,4,maison,1,0,0,0,0,0,0,124,11,2025,36.0,48.0,1.3333333333333333,120000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,1,automne,0,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,False,False,False,600000.0,144.0,4166.666666666667,0
567,3000000.0,200.0,4.0,2.0,2.0,dar naim,2025-06-17,2460492.68292683,14.914123179965662,18.1266327,-15.9174596,5.518093685011725,3.7921392805199456,12.297214781271224,2,8,2,1,13,15000.0,6,maison,1,0,0,1,0,1,1,270,6,2025,40.0,66.66666666666667,2.0,428571.4285714286,67.85718322776559,2.3139521568823516,1.048622632531899,0,2,ete,0,False,False,True,False,False,False,2460493.0,1700000.0,82,12991.0,True,False,False,3000000.0,200.0,15000.0,0
424,4800000.0,200.0,1.0,1.0,2.0,tevragh zeina,2025-04-30,8013969.43699732,15.38412668421143,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,24000.0,2,maison,0,0,0,1,0,0,0,318,4,2025,100.0,66.66666666666667,0.6666666666666666,1600000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,printemps,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,4800000.0,200.0,24000.0,0
1160,1250000.0,150.0,3.0,2.0,2.0,arafat,2025-03-30,1676908.1967213114,14.038654909278163,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,8333.333333333334,5,maison,0,0,0,1,0,0,0,349,3,2025,37.5,50.0,1.6666666666666667,208333.33333333334,42.65630982748081,9.0145997574304,9.081850531109339,0,1,printemps,1,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,False,True,1250000.0,150.0,8333.333333333334,0
630,1500000.0,400.0,6.0,4.0,2.0,tevragh zeina,2025-05-19,8013969.43699732,14.220976332738882,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,3750.0,10,duplex,0,0,0,1,0,0,0,299,5,2025,57.142857142857146,133.33333333333334,3.3333333333333335,136363.63636363635,19.612613634380203,5.085791887369335,4.64018964365094,0,1,printemps,0,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,1500000.0,400.0,3750.0,0
519,5500000.0,250.0,8.0,3.0,5.0,tevragh zeina,2026-01-24,8013969.43699732,15.520258832020865,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,22000.0,11,maison,1,0,0,0,1,0,1,49,1,2026,27.77777777777778,41.666666666666664,1.8333333333333333,458333.3333333333,19.612613634380203,5.085791887369335,4.64018964365094,0,2,hiver,1,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,True,False,5500000.0,250.0,22000.0,0
37,1300000.0,180.0,6.0,1.0,3.0,arafat,2026-02-25,1676908.1967213114,14.077875591662238,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,7222.222222222223,7,maison,0,0,0,0,0,0,0,17,2,2026,25.714285714285715,45.0,1.75,162500.0,42.65630982748081,9.0145997574304,9.081850531109339,0,0,hiver,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,True,False,1300000.0,180.0,7222.222222222223,0
733,1300000.0,150.0,1.0,1.0,1.0,dar naim,2026-01-03,2460492.68292683,14.077875591662238,18.1266327,-15.9174596,5.518093685011725,3.7921392805199456,12.297214781271224,2,8,2,1,13,8666.666666666666,2,maison,0,0,0,0,0,0,0,70,1,2026,75.0,75.0,1.0,433333.3333333333,67.85718322776559,2.3139521568823516,1.048622632531899,0,0,hiver,1,False,False,True,False,False,False,2460493.0,1700000.0,82,12991.0,False,True,False,1300000.0,150.0,8666.666666666666,0
1058,22000000.0,180.0,3.0,1.0,2.0,arafat,2025-12-02,1676908.1967213114,16.906553056777135,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,122222.22222222222,4,maison,1,0,0,0,0,0,1,102,12,2025,45.0,60.0,1.3333333333333333,4400000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,1,hiver,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,True,False,22000000.0,180.0,122222.22222222222,1
405,5000000.0,180.0,6.0,4.0,2.0,teyarett,2025-06-24,3330685.925925926,15.424948670398354,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,27777.777777777777,10,maison,0,0,0,1,0,0,0,263,6,2025,25.714285714285715,60.0,3.3333333333333335,454545.45454545453,98.58047589774495,0.0,0.0,0,1,ete,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,True,False,False,5000000.0,180.0,27777.777777777777,0
262,3400000.0,300.0,0.0,0.0,0.0,tevragh zeina,2026-02-10,8013969.43699732,15.039286283703994,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,11333.333333333334,0,maison,0,0,0,0,0,0,0,32,2,2026,300.0,300.0,0.0,3400000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,0,hiver,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,True,False,3400000.0,300.0,11333.333333333334,0
612,1300000.0,180.0,3.0,1.0,2.0,arafat,2025-12-18,1676908.1967213114,14.077875591662238,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,7222.222222222223,4,maison,1,0,0,1,0,1,0,86,12,2025,45.0,60.0,1.3333333333333333,260000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,2,hiver,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,True,False,1300000.0,180.0,7222.222222222223,0
1376,9500000.0,375.0,6.0,5.0,2.0,tevragh zeina,2025-08-31,8013969.43699732,16.066802461833923,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,25333.33333333333,11,duplex,1,0,0,1,0,1,0,195,8,2025,53.57142857142857,125.0,3.6666666666666665,791666.6666666666,19.612613634380203,5.085791887369335,4.64018964365094,0,2,ete,1,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,True,False,False,9500000.0,375.0,25333.333333333332,0
155,800000.0,120.0,4.0,1.0,2.0,arafat,2025-05-17,1676908.1967213114,13.592368256649284,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,6666.666666666667,5,maison,0,0,0,1,0,1,0,301,5,2025,24.0,40.0,1.6666666666666667,133333.33333333334,42.65630982748081,9.0145997574304,9.081850531109339,0,1,printemps,1,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,False,True,800000.0,120.0,6666.666666666667,0
608,7500000.0,200.0,6.0,1.0,3.0,tevragh zeina,2026-01-16,8013969.43699732,15.830413711839864,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,37500.0,7,maison,1,0,0,0,0,0,0,57,1,2026,28.571428571428573,50.0,1.75,937500.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,hiver,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,True,False,7500000.0,200.0,37500.0,0
82,13500000.0,600.0,12.0,3.0,2.0,tevragh zeina,2025-08-11,8013969.43699732,16.41820031748273,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,22500.0,15,maison,1,0,0,1,0,1,0,215,8,2025,46.15384615384615,200.0,5.0,843750.0,19.612613634380203,5.085791887369335,4.64018964365094,1,2,ete,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,True,False,False,13500000.0,600.0,22500.0,1
1385,3000000.0,216.0,4.0,1.0,2.0,teyarett,2025-06-27,3330685.925925926,14.914123179965662,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,13888.888888888889,5,maison,0,0,0,1,0,0,0,260,6,2025,43.2,72.0,1.6666666666666667,500000.0,98.58047589774495,0.0,0.0,0,1,ete,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,True,False,False,3000000.0,216.0,13888.888888888889,0
1043,2800000.0,120.0,7.0,2.0,2.0,teyarett,2025-10-31,3330685.925925926,14.845130332288226,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,23333.33333333333,9,duplex,0,0,0,1,0,1,0,134,10,2025,15.0,40.0,3.0,280000.0,98.58047589774495,0.0,0.0,0,1,automne,0,False,True,False,False,False,False,3330686.0,2900000.0,270,16486.0,False,False,False,2800000.0,120.0,23333.333333333332,0
486,1100000.0,120.0,7.0,2.0,2.0,toujounine,2025-09-20,1571960.0,13.910821646859096,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,9166.666666666666,9,maison,0,0,0,1,0,1,1,175,9,2025,15.0,40.0,3.0,110000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,1,ete,1,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,True,False,False,1100000.0,120.0,9166.666666666666,0
792,6500000.0,300.0,4.0,1.0,3.0,tevragh zeina,2025-12-27,8013969.43699732,15.687312888712007,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,21666.666666666668,5,maison,1,0,0,0,0,0,1,77,12,2025,60.0,75.0,1.25,1083333.3333333333,19.612613634380203,5.085791887369335,4.64018964365094,0,1,hiver,1,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,True,False,6500000.0,300.0,21666.666666666668,0
739,350000.0,180.0,4.0,2.0,2.0,toujounine,2025-05-29,1571960.0,12.765691290604371,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,1944.4444444444443,6,maison,0,0,0,1,0,0,0,289,5,2025,36.0,60.0,2.0,50000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,1,printemps,0,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,False,False,True,350000.0,180.0,1944.4444444444443,0
1261,1600000.0,216.0,4.0,2.0,2.0,ksar,2025-10-05,3612504.347826087,14.285514812209817,18.1049033,-15.9644337,0.0035805905757335,1.7708127278455823,6.797640291921312,6,3,60,5,74,7407.407407407408,6,maison,0,0,0,1,0,0,0,160,10,2025,43.2,72.0,2.0,228571.42857142858,0.02433956676647977,714.4195605439661,10.728306619101412,0,1,automne,1,False,False,True,False,False,False,3612504.0,2900000.0,46,14679.0,False,False,False,1600000.0,216.0,7407.407407407408,0
998,4000000.0,180.0,5.0,1.0,3.0,teyarett,2025-12-08,3330685.925925926,15.201805169084134,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,22222.222222222223,6,maison,1,0,0,0,0,0,0,96,12,2025,30.0,45.0,1.5,571428.5714285715,98.58047589774495,0.0,0.0,0,1,hiver,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,True,False,4000000.0,180.0,22222.222222222223,0
1402,3500000.0,216.0,5.0,2.0,2.0,teyarett,2025-06-03,3330685.925925926,15.068273812173889,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,16203.703703703704,7,maison,0,0,0,1,0,0,1,284,6,2025,36.0,72.0,2.3333333333333335,437500.0,98.58047589774495,0.0,0.0,0,1,ete,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,True,False,False,3500000.0,216.0,16203.703703703704,0
417,900000.0,150.0,3.0,2.0,2.0,toujounine,2025-09-23,1571960.0,13.71015115341694,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,6000.0,5,maison,1,0,0,1,0,1,0,172,9,2025,37.5,50.0,1.6666666666666667,150000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,2,ete,0,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,True,False,False,900000.0,150.0,6000.0,0
635,8500000.0,250.0,5.0,3.0,2.0,tevragh zeina,2025-03-31,8013969.43699732,15.955576839107596,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,34000.0,8,duplex,1,0,0,1,0,0,0,348,3,2025,41.666666666666664,83.33333333333333,2.6666666666666665,944444.4444444445,19.612613634380203,5.085791887369335,4.64018964365094,0,2,printemps,0,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,8500000.0,250.0,34000.0,0
275,7500000.0,200.0,6.0,3.0,2.0,tevragh zeina,2025-07-05,8013969.43699732,15.830413711839864,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,37500.0,9,duplex,1,0,0,1,0,1,1,252,7,2025,28.571428571428573,66.66666666666667,3.0,750000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,2,ete,1,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,True,False,False,7500000.0,200.0,37500.0,0
654,4500000.0,180.0,7.0,2.0,2.0,tevragh zeina,2025-07-30,8013969.43699732,15.319588176962746,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,25000.0,9,maison,0,0,0,1,0,1,0,227,7,2025,22.5,60.0,3.0,450000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,ete,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,True,False,False,4500000.0,180.0,25000.0,0
1138,2400000.0,300.0,3.0,2.0,2.0,tevragh zeina,2025-07-13,8013969.43699732,14.690979711984754,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,8000.0,5,maison,0,0,0,1,0,1,0,244,7,2025,75.0,100.0,1.6666666666666667,400000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,ete,1,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,True,False,False,2400000.0,300.0,8000.0,0
1262,33440000.000000056,180.0,5.0,3.0,2.0,tevragh zeina,2025-05-17,8013969.43699732,17.325263376085083,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,185777.7777777781,8,duplex,0,0,0,1,0,0,1,301,5,2025,30.0,60.0,2.6666666666666665,3715555.5555555616,19.612613634380203,5.085791887369335,4.64018964365094,0,1,printemps,1,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,33440000.000000056,180.0,185777.7777777781,1
1319,830000.0,180.0,4.0,2.0,2.0,arafat,2025-09-23,1676908.1967213114,13.629182184591333,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,4611.111111111111,6,maison,1,0,0,1,0,1,0,172,9,2025,36.0,60.0,2.0,118571.42857142857,42.65630982748081,9.0145997574304,9.081850531109339,0,2,ete,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,True,False,False,830000.0,180.0,4611.111111111111,0
